title,company,price,year,km_driven,fuel_type,transmission,city,link
Maruti Suzuki Jimny (2023),Maruti Suzuki,1050000,2023,20000,Petrol,Automatic,Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-jimny-in-sector-37c-gurgaon-iid-1845824506
Maruti Suzuki Swift Dzire Tour (2018),Maruti Suzuki,450000,2018,97000,Diesel,Manual,"Anna Mohalla, Jabalpur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-tour-in-anna-mohalla-jabalpur-iid-1843000099
Tata Nano (2017),Tata,195000,2017,55000,Petrol,Automatic,"Pallavaram, Chennai",https://www.olx.in/item/cars-c84-used-tata-nano-in-pallavaram-chennai-iid-1846796419
Hyundai Creta (2016),Hyundai,510000,2016,71000,Petrol,Manual,"Netaji Subhash Place, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-netaji-subhash-place-delhi-iid-1845597209
Hyundai Grand I10 (2017),Hyundai,275000,2017,70893,Petrol,Manual,"Khirki Village, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-khirki-village-delhi-iid-1846259808
Maruti Suzuki Eeco (2024),Maruti Suzuki,625001,2024,18000,Petrol,Automatic,"Vashi, Navi Mumbai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-vashi-navi-mumbai-iid-1846796779
Maruti Suzuki Wagon R 1.0 (2017),Maruti Suzuki,366000,2017,32000,Petrol,Automatic,"Vashi, Navi Mumbai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-vashi-navi-mumbai-iid-1845994311
Honda Amaze (2013),Honda,335000,2013,83000,Petrol,Manual,"GMS Road, Dehradun",https://www.olx.in/item/cars-c84-used-honda-amaze-in-gms-road-dehradun-iid-1841576284
Land Rover Range Rover Sport (2017),Land Rover,6500000,2017,87787,Petrol,Automatic,"Gachibowli, Hyderabad",https://www.olx.in/item/cars-c84-used-land-rover-range-rover-sport-in-gachibowli-hyderabad-iid-1836805163
Tata Nexon (2022),Tata,843576,2022,69000,Petrol,Automatic,"Malviya Nagar, Jaipur",https://www.olx.in/item/cars-c84-used-tata-nexon-in-malviya-nagar-jaipur-iid-1831309547
Mercedes-Benz Gla (2019),Mercedes,2750000,2019,41000,Petrol,Automatic,"Rajouri Garden, Delhi",https://www.olx.in/item/cars-c84-used-mercedes-benz-gla-in-rajouri-garden-delhi-iid-1847187921
Maruti Suzuki Baleno (2023),Maruti Suzuki,719000,2023,53000,Petrol,Automatic,Vivek Vihar Phase,https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-vivek-vihar-phase-2-delhi-iid-1841363780
Mg Windsor Ev (2024),MG,1774999,2024,29000,Electric,Automatic,"Kalyan, Thane",https://www.olx.in/item/cars-c84-used-mg-windsor-ev-in-kalyan-thane-iid-1843247815
Maruti Suzuki Swift (2021),Maruti Suzuki,495000,2021,47000,Petrol,Manual,"Jangpura, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-jangpura-delhi-iid-1845597882
Mahindra Scorpio (2013),Mahindra,485000,2013,125900,Diesel,Manual,"Avinashi, Coimbatore",https://www.olx.in/item/cars-c84-used-mahindra-scorpio-in-avinashi-coimbatore-iid-1846797340
Hyundai Creta (2018),Hyundai,1050000,2018,65000,Petrol,Automatic,"SG Highway, Ahmedabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-sg-highway-ahmedabad-iid-1768684179
Nissan Micra Active (2018),Nissan,340000,2018,62000,Petrol,Manual,"Gandhipuram, Coimbatore",https://www.olx.in/item/cars-c84-used-nissan-micra-active-in-gandhipuram-coimbatore-iid-1830594845
Maruti Suzuki Ertiga (2022),Maruti Suzuki,1050000,2022,40000,Petrol,Automatic,"Ernakulam HPO, Kochi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-ernakulam-hpo-kochi-iid-1804094594
Audi Q5 (2017),Audi,2165000,2017,110369,Diesel,Automatic,"Baner, Pune",https://www.olx.in/item/cars-c84-used-audi-q5-in-baner-pune-iid-1836331944
Hyundai Xcent (2019),Hyundai,450000,2019,40000,Petrol,Manual,"Sarona, Raipur",https://www.olx.in/item/cars-c84-used-hyundai-xcent-in-sarona-raipur-iid-1845894903
Volkswagen T-Roc (2021),Volkswagen,1499000,2021,80000,Petrol,Automatic,"Thousand Lights, Chennai",https://www.olx.in/item/cars-c84-used-volkswagen-t-roc-in-thousand-lights-chennai-iid-1842260684
Jeep Compass (2018),Jeep,499999,2018,125000,Diesel,Automatic,Sector,https://www.olx.in/item/cars-c84-used-jeep-compass-in-sector-20-sirsa-iid-1845893976
Hyundai Creta (2019),Hyundai,1099000,2019,63000,Petrol,Automatic,"Sabarkunj Society, Himmatnagar",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-sabarkunj-society-himmatnagar-iid-1761426937
Mahindra Xuv 3xo (2024),Mahindra,1190000,2024,24000,Petrol,Automatic,"New Maninagar, Ahmedabad",https://www.olx.in/item/cars-c84-used-mahindra-xuv-3xo-in-new-maninagar-ahmedabad-iid-1844428778
Toyota Innova Crysta (2017),Toyota,2100000,2017,29000,Diesel,Automatic,"Uttarahalli Main Road, Bengaluru",https://www.olx.in/item/cars-c84-used-toyota-innova-crysta-in-uttarahalli-main-road-bengaluru-iid-1840614712
Jaguar Xj (2016),Jaguar,4275000,2016,27000,Diesel,Automatic,"Jayanagar, Bengaluru",https://www.olx.in/item/cars-c84-used-jaguar-xj-in-jayanagar-bengaluru-iid-1845597075
Volkswagen T-Roc (2021),Volkswagen,1499000,2021,80000,Petrol,Automatic,"Thousand Lights, Chennai",https://www.olx.in/item/cars-c84-used-volkswagen-t-roc-in-thousand-lights-chennai-iid-1842260684
Hyundai I20 (2020),Hyundai,625000,2020,60658,Petrol,Automatic,"PSG Estate Colony, Coimbatore",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-psg-estate-colony-coimbatore-iid-1847297746
Mahindra Xuv700 (2024),Mahindra,2499993,2024,8795,Petrol,Automatic,"Navin Sheva, Navi Mumbai",https://www.olx.in/item/cars-c84-used-mahindra-xuv700-in-navin-sheva-navi-mumbai-iid-1847318644
Toyota Innova Crysta (2021),Toyota,1850000,2021,151000,Diesel,Automatic,"Madri Ka Math, Udaipur",https://www.olx.in/item/cars-c84-used-toyota-innova-crysta-in-madri-ka-math-udaipur-iid-1832599840
Skoda Octavia (2022),Skoda,1871903,2022,36917,Petrol,Automatic,"Semra, Lucknow",https://www.olx.in/item/cars-c84-used-skoda-octavia-in-semra-lucknow-iid-1847052699
Hyundai Grand I10 Nios (2026),Hyundai,666000,2026,217,Petrol,Automatic,"Boduppal, Hyderabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-boduppal-hyderabad-iid-1847378706
Ford Endeavour (2014),Ford,750000,2014,81000,Diesel,Manual,"Chowk, Lucknow",https://www.olx.in/item/cars-c84-used-ford-endeavour-in-chowk-lucknow-iid-1838761250
Maruti Suzuki Swift (2017),Maruti Suzuki,305000,2017,30486,Petrol,Manual,Rohini Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-rohini-sector-10-delhi-iid-1846085685
Mercedes-Benz E-Class (2021),Mercedes,3500000,2021,53000,Petrol,Automatic,"Paschim Vihar, Delhi",https://www.olx.in/item/cars-c84-used-mercedes-benz-e-class-in-paschim-vihar-delhi-iid-1843933417
Hyundai Eon (2014),Hyundai,149000,2014,38587,Petrol,Manual,Rohini Sector,https://www.olx.in/item/cars-c84-used-hyundai-eon-in-rohini-sector-10-delhi-iid-1846636461
Hyundai Elite I20 (2015),Hyundai,568400,2015,89000,Petrol,Automatic,"Pratap Nagar, Jaipur",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-pratap-nagar-jaipur-iid-1847385843
Hyundai Venue (2020),Hyundai,573300,2020,75807,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-hyundai-venue-in-sector-17e-chandigarh-iid-1846812650
Hyundai Elite I20 (2016),Hyundai,315000,2016,47172,Petrol,Manual,"Connaught Place, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-connaught-place-delhi-iid-1846940580
Mahindra Xuv500 (2014),Mahindra,650000,2014,240000,Diesel,Manual,"Vadakkencherry, Palakkad",https://www.olx.in/item/cars-c84-used-mahindra-xuv500-in-vadakkencherry-palakkad-iid-1847384217
Maruti Suzuki S Cross (2022),Maruti Suzuki,625000,2022,31321,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-s-cross1-in-sector-11-faridabad-iid-1847385943
Volkswagen Virtus (2025),Volkswagen,1425000,2025,9100,Petrol,Automatic,"Bopal, Ahmedabad",https://www.olx.in/item/cars-c84-used-volkswagen-virtus-in-bopal-ahmedabad-iid-1847381679
Honda City (2021),Honda,650000,2021,52113,Petrol,Automatic,"Frontier Colony, Faridabad",https://www.olx.in/item/cars-c84-used-honda-city-in-frontier-colony-faridabad-iid-1846648410
Kia Seltos (2019),Kia,1045000,2019,54000,Petrol,Manual,"Mankavu, Kozhikode",https://www.olx.in/item/cars-c84-used-kia-seltos-in-mankavu-kozhikode-iid-1847385988
Maruti Suzuki Ertiga (2019),Maruti Suzuki,644808,2019,105566,Petrol,Manual,"Ramgarh Dhani, Gurgaon",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-ramgarh-dhani-gurgaon-iid-1847259758
Hyundai Grand I10 (2015),Hyundai,241931,2015,63000,Petrol,Automatic,"Borivali West, Mumbai",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-borivali-west-mumbai-iid-1847385913
Mahindra Scorpio Classic (2015),Mahindra,620000,2015,140000,Diesel,Manual,"Kamangarh, Sultanpur",https://www.olx.in/item/cars-c84-used-mahindra-scorpio-classic-in-kamangarh-sultanpur-iid-1847385995
Hyundai Alcazar (2024),Hyundai,2195000,2024,20000,Petrol,Automatic,Jogeshwari,https://www.olx.in/item/cars-c84-used-hyundai-alcazar-in-jogeshwarivikhroli-link-road-jvlr-mumbai-iid-1847196415
Audi A6 (2023),Audi,3500000,2023,19000,Petrol,Automatic,Sector,https://www.olx.in/item/cars-c84-used-audi-a6-in-sector-17a-chandigarh-iid-1847386017
Hyundai New I20 (2022),Hyundai,490000,2022,34046,Petrol,Manual,"Kanahi, Gurgaon",https://www.olx.in/item/cars-c84-used-hyundai-new-i20-in-kanahi-gurgaon-iid-1846735584
Maruti Suzuki Dzire (2009),Maruti Suzuki,250000,2009,72500,Petrol,Manual,"Netaji Chowk, Janjgir",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-netaji-chowk-janjgir-iid-1845087833
Skoda Rapid (2019),Skoda,750000,2019,92241,Petrol,Automatic,"Vesu, Surat",https://www.olx.in/item/cars-c84-used-skoda-rapid-in-vesu-surat-iid-1841535936
Maruti Suzuki Ertiga (2015),Maruti Suzuki,550000,2015,91000,Diesel,Manual,"Sunni Borwad, Junagadh",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-sunni-borwad-junagadh-iid-1847385868
Bmw X3 (2023),BMW,4998000,2023,19000,Petrol,Automatic,Sector,https://www.olx.in/item/cars-c84-used-bmw-x3-in-sector-18-noida-iid-1847386194
Datsun Go Plus (2018),Audi,315000,2018,27000,Petrol,Manual,"Purunachatrapur, Chhatrapur",https://www.olx.in/item/cars-c84-used-datsun-go-plus-in-purunachatrapur-chhatrapur-iid-1847096146
Maruti Suzuki Ritz (2009),Maruti Suzuki,200000,2009,92000,Petrol,Manual,"Rahmat Pura, Rudraram Industrial Area",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-rahmat-pura-rudraram-industrial-area-iid-1820521036
Mg Hector Plus (2023),MG,1180000,2023,25994,Petrol,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-mg-hector-plus-in-rohini-sector-10-delhi-iid-1847119850
Tata Tigor (2017),Tata,266800,2017,31881,Petrol,Manual,Rohini Sector,https://www.olx.in/item/cars-c84-used-tata-tigor-in-rohini-sector-10-delhi-iid-1846529074
Maruti Suzuki Dzire (2009),Maruti Suzuki,250000,2009,72500,Petrol,Manual,"Netaji Chowk, Janjgir",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-netaji-chowk-janjgir-iid-1845087833
Mercedes-Benz C Class (2009),Mercedes,299000,2009,171000,Petrol,Automatic,"Sindhu Bhavan Marg, Ahmedabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-c-class-in-sindhu-bhavan-marg-ahmedabad-iid-1846140028
Honda City (2019),Honda,550000,2019,55000,Petrol,Automatic,"Market Yard, Pune",https://www.olx.in/item/cars-c84-used-honda-city-in-market-yard-pune-iid-1840124733
Maruti Suzuki Grand Vitara (2024),Maruti Suzuki,1255000,2024,27311,Petrol,Automatic,"Vashi, Navi Mumbai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-grand-vitara-in-vashi-navi-mumbai-iid-1821953503
Hyundai New Santro (2019),Hyundai,340000,2019,63000,Petrol,Automatic,"Dhurwa, Ranchi",https://www.olx.in/item/cars-c84-used-hyundai-new-santro-in-dhurwa-ranchi-iid-1846140992
Honda City (2019),Honda,475323,2019,55000,Petrol,Automatic,"Wakad, Pune",https://www.olx.in/item/cars-c84-used-honda-city-in-wakad-pune-iid-1840125256
Maruti Suzuki Wagon R (2016),Maruti Suzuki,285000,2016,103000,Petrol,Automatic,"Erimayur, Palakkad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-erimayur-palakkad-iid-1846897802
Maruti Suzuki Wagon R (2003),Maruti Suzuki,130000,2003,165000,Petrol,Manual,"Avinashi, Coimbatore",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-avinashi-coimbatore-iid-1842485388
Volkswagen Vento (2021),Volkswagen,650000,2021,40000,Petrol,Automatic,"Preet Vihar, Delhi",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-preet-vihar-delhi-iid-1846399109
Maruti Suzuki Alto 800 (2015),Maruti Suzuki,213000,2015,87000,Petrol,Manual,"Gomti Nagar, Lucknow",https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-gomti-nagar-lucknow-iid-1844921479
Tata Punch (2023),Tata,640000,2023,80180,Petrol,Automatic,"Gomti Nagar, Lucknow",https://www.olx.in/item/cars-c84-used-tata-punch-in-gomti-nagar-lucknow-iid-1843868450
Jeep Meridian (2022),Jeep,2490000,2022,16000,Diesel,Automatic,Sector,https://www.olx.in/item/cars-c84-used-jeep-meridian-in-sector-45d-chandigarh-iid-1846907218
Mahindra Thar (2015),Mahindra,350000,2015,65000,Diesel,Manual,"Sargota Colony, Kaithal",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-kaithal-haryana-iid-1846398291
Hyundai Grand I10 (2016),Hyundai,320000,2016,62315,Petrol,Manual,"Karol Bagh, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-karol-bagh-delhi-iid-1842868435
Mahindra Thar (2022),Mahindra,1525000,2022,66000,Petrol,Automatic,"BDS Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-bds-layout-bengaluru-iid-1846819903
Volkswagen Polo (2016),Volkswagen,495000,2016,156772,Petrol,Manual,"Vasudevapura, Bengaluru",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-vasudevapura-bengaluru-iid-1847386505
Maruti Suzuki Wagon R (2022),Maruti Suzuki,444000,2022,56135,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-sector-37-noida-iid-1847358729
Ford Fiesta (2014),Ford,250000,2014,75315,Diesel,Manual,"Nowlur, Mangalagiri",https://www.olx.in/item/cars-c84-used-ford-fiesta-in-nowlur-mangalagiri-iid-1845714626
Maruti Suzuki Ertiga (2019),Maruti Suzuki,1125000,2019,125000,Petrol,Manual,"Old Bowenpally Nandamuri Nagar, Secunderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-old-bowenpally-nandamuri-nagar-secunderabad-iid-1846897092
Hyundai Verna (2016),Hyundai,650000,2016,65000,Petrol,Manual,"Old Bowenpally Nandamuri Nagar, Secunderabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-old-bowenpally-nandamuri-nagar-secunderabad-iid-1846896493
Maruti Suzuki Baleno (2017),Maruti Suzuki,715000,2017,10500,Petrol,Automatic,"Jayanagar, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jayanagar-bengaluru-iid-1846899127
Mercedes-Benz E-Class (2014),Mercedes,1500000,2014,90000,Diesel,Automatic,"Kolathur Kannagi Nagar, Chennai",https://www.olx.in/item/cars-c84-used-mercedes-benz-e-class-in-kolathur-kannagi-nagar-chennai-iid-1843938964
Maruti Suzuki Baleno (2023),Maruti Suzuki,649000,2023,49492,Petrol,Automatic,"Ramgarh Dhani, Gurgaon",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-ramgarh-dhani-gurgaon-iid-1846737018
Mahindra Thar (2024),Mahindra,1299999,2024,33000,Diesel,Manual,"Karigar Mohalla, Sikar",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-karigar-mohalla-sikar-iid-1846997174
Toyota Glanza (2020),Toyota,522000,2020,39000,Petrol,Automatic,"MD Colony, Ajmer",https://www.olx.in/item/cars-c84-used-toyota-glanza-in-md-colony-ajmer-iid-1846996145
Maruti Suzuki Ertiga (2019),Maruti Suzuki,950000,2019,90000,Petrol,Manual,"New Timber Market Area, Raipur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-new-timber-market-area-raipur-iid-1836944085
Tata Safari (2022),Tata,1450000,2022,98000,Diesel,Automatic,"Jalandhar Cantt, Jalandhar",https://www.olx.in/item/cars-c84-used-tata-safari-in-jalandhar-cantt-jalandhar-iid-1846929406
Tata Manza (2011),Tata,200000,2011,94000,Diesel,Manual,"Nungambakkam Mahalinga Puram, Chennai",https://www.olx.in/item/cars-c84-used-tata-manza-in-nungambakkam-mahalinga-puram-chennai-iid-1838661525
Renault Duster (2014),Renault,525000,2014,48000,Petrol,Automatic,"Vasai Road, Mumbai",https://www.olx.in/item/cars-c84-used-renault-duster-in-vasai-road-mumbai-iid-1846400840
Kia Seltos (2024),Kia,1750000,2024,19000,Petrol,Automatic,"Gota, Ahmedabad",https://www.olx.in/item/cars-c84-used-kia-seltos-in-gota-ahmedabad-iid-1846033068
Maruti Suzuki Swift (2008),Maruti Suzuki,195000,2008,150000,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-sector-54-chandigarh-iid-1847194196
Mahindra Scorpio Classic (2024),Mahindra,1850000,2024,57000,Diesel,Automatic,"Tarnaka, Hyderabad",https://www.olx.in/item/cars-c84-used-mahindra-scorpio-classic-in-tarnaka-hyderabad-iid-1845403719
Kia Sonet (2022),Kia,1050000,2022,28000,Petrol,Automatic,"Dollars Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-kia-sonet-in-dollars-layout-bengaluru-iid-1840127989
Maruti Suzuki Dzire (2020),Maruti Suzuki,540000,2020,42126,Petrol,Manual,"Boring Chauraha, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-boring-chauraha-patna-iid-1845900894
Honda City (2015),Honda,499000,2015,43000,Petrol,Automatic,"Camac Street Area, Kolkata",https://www.olx.in/item/cars-c84-used-honda-city-in-camac-street-area-kolkata-iid-1827742526
Maruti Suzuki Baleno (2018),Maruti Suzuki,518000,2018,78000,Petrol,Automatic,"Balkampet, Hyderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-balkampet-hyderabad-iid-1846998787
Volkswagen Vento (2012),Volkswagen,240000,2012,175000,Diesel,Manual,"Santosh Nagar, Hyderabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-santosh-nagar-hyderabad-iid-1839636868
Maruti Suzuki Ertiga (2015),Maruti Suzuki,549000,2015,54000,Petrol,Manual,"Rabindra Sadan, Kolkata",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-rabindra-sadan-kolkata-iid-1827557438
Maruti Suzuki Swift (2016),Maruti Suzuki,278662,2016,86000,Petrol,Manual,"BM Colony, Vadodara",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-bm-colony-vadodara-iid-1846942006
Hyundai Santro Xing (2012),Hyundai,240000,2012,96000,Petrol,Manual,"Gandhipuram, Coimbatore",https://www.olx.in/item/cars-c84-used-hyundai-santro-xing-in-gandhipuram-coimbatore-iid-1840128835
Tata Harrier (2022),Tata,1375000,2022,78247,Diesel,Automatic,"LB Nagar, Hyderabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-lb-nagar-hyderabad-iid-1838032767
Toyota Fortuner (2017),Toyota,2360000,2017,127472,Diesel,Manual,"Lalmati, Guwahati",https://www.olx.in/item/cars-c84-used-toyota-fortuner-in-lalmati-guwahati-iid-1843060562
Ford Endeavour (2016),Ford,1325000,2016,134000,Diesel,Automatic,"Dubagga, Lucknow",https://www.olx.in/item/cars-c84-used-ford-endeavour-in-dubagga-lucknow-iid-1847193588
Skoda Superb (2015),Skoda,500000,2015,76000,Petrol,Automatic,"Vishrant Wadi, Pune",https://www.olx.in/item/cars-c84-used-skoda-superb-in-vishrant-wadi-pune-iid-1840043037
Maruti Suzuki Ignis (2018),Maruti Suzuki,485000,2018,98000,Petrol,Automatic,"Geddalahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-geddalahalli-bengaluru-iid-1846802995
Hyundai I20 (2024),Hyundai,795000,2024,61000,Petrol,Automatic,"Rayapuram, Tiruppur",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-rayapuram-tiruppur-iid-1842487687
Mg Hector (2019),MG,1095000,2019,32524,Petrol,Automatic,"Charni Road, Mumbai",https://www.olx.in/item/cars-c84-used-mg-hector-in-charni-road-mumbai-iid-1845532924
Honda Amaze (2021),Honda,499000,2021,42365,Petrol,Automatic,"Naraina, Delhi",https://www.olx.in/item/cars-c84-used-honda-amaze-in-naraina-delhi-iid-1843448857
Maruti Suzuki Ciaz (2017),Maruti Suzuki,455000,2017,75000,Petrol,Automatic,South City,https://www.olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-south-city-1-gurgaon-iid-1845900771
Honda City (2017),Honda,470000,2017,31655,Petrol,Automatic,"Connaught Place, Delhi",https://www.olx.in/item/cars-c84-used-honda-city-in-connaught-place-delhi-iid-1840226287
Maruti Suzuki Swift (2017),Maruti Suzuki,345000,2017,31000,Petrol,Automatic,"Anandpuri, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-anandpuri-patna-iid-1825165470
Honda Brio (2013),Honda,339000,2013,87691,Petrol,Automatic,"Saidapet, Chennai",https://www.olx.in/item/cars-c84-used-honda-brio-in-saidapet-chennai-iid-1845801713
Tata Nexon (2019),Tata,499999,2019,83000,Petrol,Manual,"Sikar Industrial Area, Sikar",https://www.olx.in/item/cars-c84-used-tata-nexon-in-sikar-industrial-area-sikar-iid-1843941362
